Fecha,Cliente,Producto/Servicio,Centro de Costo,Comprobante,Tipo,Codigo/SKU,Descripción del Producto,Observaciones,Moneda,Vendedor,Cantidad,Precio,Descuento,Importe Mon. Transacción,Importe Mon. Ppal.
18/11/2025,AGRO UCACHA S R L,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000703,Factura,,(125 USD  TC a 1415 al 18/11/2025),,Pesos Argentinos,,1,176875,0,176875,176875
13/11/2025,AGRO GESTION DEL LITORAL SA,Portal de clientes y proveedores/Cotizador de insumos/CRM,Fee Inicial,A-00007-00000701,Factura,,666 USD + IVA al TC 1430 del 13-11-2025,Tercera factura correspondiente al Fee inicial/ Integración Algoritmo,Pesos Argentinos,,1,952380,0,952380,952380
7/11/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000043,Factura de Crédito Mipyme,,VLS Evolutivo 2025 - RA # 1 y 2,"VLS Evolutivo 2025 - RA # 1 = 84hs  | Anticipo 50% = U$D2.520 + IVA
VLS Evolutivo 2025 - RA # 2 = 96hs  | Anticipo 50% =  U$D2.880 + IVA
Ref Orden de Compra: PO 9900086788

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 5400 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,5400,0,5400,7641000
3/11/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Licencia,A-00007-00000664,Factura,,11.000 USD + IVA TC 1500 del 03-11-2025,,Pesos Argentinos,,1,16500000,0,16500000,16500000
3/11/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Upselling Mejora Licencias,A-00007-00000665,Factura,,4250 USD + IVA TC1500 del 03-11-2025,"Migración Nueva plataforma
4250 usd + iva - Descuento del 20% =3400 usd + iva",Pesos Argentinos,,1,6375000,0,6375000,6375000
3/11/2025,GRUAS SAN BLAS S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000687,Factura,,(1800 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,2700000,0,2700000,2700000
3/11/2025,DAEMAR S.A. S. E. E.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000685,Factura,,(1761 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,2641500,0,2641500,2641500
3/11/2025,FER SEM S A C A I F Y M,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000697,Factura,,(1456 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,2184000,0,2184000,2184000
3/11/2025,CONCI S.A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000676,Factura,,(1400 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,2100000,0,2100000,2100000
3/11/2025,GAVIGLIO COMERCIAL S. A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000667,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000669,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,ARECO SEMILLAS S.A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000666,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,ARECO SEMILLAS S.A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000666,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,GAVIGLIO COMERCIAL S. A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000667,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,CEREALES QUEMU S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000670,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1800000,0,1800000,1800000
3/11/2025,CAIO BIBILONI Y CIA S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000696,Factura,,(1040 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1560000,0,1560000,1560000
3/11/2025,EDUARDO BERAZA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000695,Factura,,(1040 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1560000,0,1560000,1560000
3/11/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000699,Factura,,(1040 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1560000,0,1560000,1560000
3/11/2025,GAVIGLIO COMERCIAL S. A.,Desarrollo a medida,A medida,A-00007-00000668,Factura,,Acompañamiento de producto (USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1500000,0,1500000,1500000
3/11/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000669,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1200000,0,1200000,1200000
3/11/2025,GAVIGLIO COMERCIAL S. A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000667,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1200000,0,1200000,1200000
3/11/2025,TOMAS HNOS Y CIA SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000671,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1200000,0,1200000,1200000
3/11/2025,PUERTO ARROYO SECO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000691,Factura,,(800 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1200000,0,1200000,1200000
3/11/2025,ARECO SEMILLAS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000666,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,1200000,0,1200000,1200000
3/11/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Marketing - Gestión de campañas de marketing/Gestión de pedidos,Licencia,A-00007-00000672,Factura,,(700 USD  TC a 1500 al 03/11/2025),"Factura licencia Agromodo. Forma de Pago: Transferencia CBU 0720408520000000132918
Fecha de Pago: 1 día hábil de cada mes. Plazo de vínculo de comercial: 10/09/2025 al 10/09/2026.Renovación automática ",Pesos Argentinos,,1,1050000,0,1050000,1050000
3/11/2025,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000694,Factura,,(650 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,975000,0,975000,975000
3/11/2025,FER SEM S A C A I F Y M,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000697,Factura,,(624 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,936000,0,936000,936000
3/11/2025,ORTEGA HERMANOS S A,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000700,Factura,,(613 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,919500,0,919500,919500
3/11/2025,GRUPO UNUS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000679,Factura,,(570 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,855000,0,855000,855000
3/11/2025,"COOPERATIVA AGRICOLA GANADERA ""CAMILO ALDAO"" LIMITADA",Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000677,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,FRANCISCO SELLART S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000688,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,COOPERATIVA AGROPECUARIA LA PAZ LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000682,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,GALVEZ CEREALES S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000678,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,MAS AGRO CENTRO S.A.S.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000699,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,HECTOR A  BOLZAN Y CIA  S R L,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000675,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,BARTOLO J PONS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000674,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,AGROSUR S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000673,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,COOPERATIVA AGRICOLA CONESA LIMITADA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000693,Factura,,(520 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,780000,0,780000,780000
3/11/2025,GAVIGLIO COMERCIAL S. A.,Logística - Logística de fertilizantes,Licencia,A-00007-00000667,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,750000,0,750000,750000
3/11/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000681,Factura,,(500 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,750000,0,750000,750000
3/11/2025,ORTEGA HERMANOS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000700,Factura,,(491 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,736500,0,736500,736500
3/11/2025,EDP AGROINDUSTRIAL S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000686,Factura,,(470 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,705000,0,705000,705000
3/11/2025,CEREALES QUEMU S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000670,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,600000,0,600000,600000
3/11/2025,GUAZZARONI GRECO SOCIEDAD ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000698,Factura,,(400 USD  TC a 1500 al 03/11/2025),Bonifica Cuenta Digital Logistica Diesel ,Pesos Argentinos,,1,600000,0,600000,600000
3/11/2025,NUTRALMIX S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000692,Factura,,(400 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,600000,0,600000,600000
3/11/2025,ORTEGA HERMANOS S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000700,Factura,,(383 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,574500,0,574500,574500
3/11/2025,FLIEGL ARGENTINA S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000683,Factura,,(350 USD  TC a 1500 al 03/11/2025),Bonifica atención al cliente,Pesos Argentinos,,1,525000,0,525000,525000
3/11/2025,MORERO SEMILLAS Y CEREALES S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000690,Factura,,(345 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,517500,0,517500,517500
3/11/2025,INDAR CAMPOS S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000680,Factura,,(300 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,450000,0,450000,450000
3/11/2025,JUAN ANGEL CHAGALJ,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000684,Factura,,(300 USD  TC a 1500 al 03/11/2025),Bonifica atención al cliente,Pesos Argentinos,,1,450000,0,450000,450000
3/11/2025,FER SEM S A C A I F Y M,Soluciones Financieras - Tajetas Mastercard,Licencia,A-00007-00000697,Factura,,(260 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,390000,0,390000,390000
3/11/2025,TIERRA GREDA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000689,Factura,,(250 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,375000,0,375000,375000
3/11/2025,ORTEGA HERMANOS S A,Mercado de Granos - Calculadora de negocios,Licencia,A-00007-00000700,Factura,,(230 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,345000,0,345000,345000
3/11/2025,GAVIGLIO COMERCIAL S. A.,Sustentabilidad - Integración Ciampagna,Licencia,A-00007-00000667,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,300000,0,300000,300000
3/11/2025,CEREALES QUEMU S A,Logística - Integración MUVIN / ALGORITMO,Licencia,A-00007-00000670,Factura,,(USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,300000,0,300000,300000
3/11/2025,ORTEGA HERMANOS S A,Legajo Digital y Firma Electrónica - Onboarding,Licencia,A-00007-00000700,Factura,,(123 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,184500,0,184500,184500
3/11/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de Pedidos,Licencia,A-00007-00000699,Factura,,(65 USD  TC a 1500 al 03/11/2025),,Pesos Argentinos,,1,97500,0,97500,97500
3/11/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Upselling Mejora Licencias,A-00007-00000080,Nota de Crédito,,850 USD + IVA TC 1500 del 03-11-2025,"Migración Nueva plataforma
4250 usd + iva - Descuento del 20% =3400 usd + iva",Pesos Argentinos,,-1,1275000,0,-1275000,-1275000
3/11/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Licencia,A-00007-00000079,Nota de Crédito,,2.200 USD + IVA TC 1500 del 03-11-2025,"Renovación licencia Cuenta Digital y cotizador
11000 usd + iva de licencia - Descuento del 20% por pago anual =8800 usd + iva",Pesos Argentinos,,-1,3300000,0,-3300000,-3300000
31/10/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000042,Factura de Crédito Mipyme,,Evolutivo VLS - 4 . ,"Ref Orden de Compra: PO 9900086788

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 8.937,5 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA
",Dólares,,1,"8937,5",0,"8937,5",12852125
31/10/2025,CENTRO AGROPECUARIO MODELO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000078,Nota de Crédito,,U$D 8.000 + IVA TC 1350 del 26-09-2025,"Operación realizada en septiembre de 2025 y autorizada 26/09/2025. Emisión diferida por motivos
administrativos
",Pesos Argentinos,,-1,10800000,0,-10800000,-10800000
29/10/2025,COOPERATIVA AGROPECUARIA DE GRANJEROS UNIDOS DE CHACABUCO LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000661,Factura,,9000 USD + IVA al TC 1495 del 28-10-2025,"Renovación licencia Cuenta Digital
9000 usd + iva de licencia - Descuento del 20% por pago anual =7200usd + iva",Pesos Argentinos,,1,13455000,0,13455000,13455000
29/10/2025,COOPERATIVA AGROPECUARIA DE GRANJEROS UNIDOS DE CHACABUCO LTDA,Portal Clientes y Proveedores - Cuenta Digital,Upselling Mejora Licencias,A-00007-00000662,Factura,,2500 USD + IVA al TC 1495 del 28-10-2025,,Pesos Argentinos,,1,3737500,0,3737500,3737500
29/10/2025,LDC ARGENTINA S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000663,Factura,,500 USD + IVA al TC 1460 del 29-10-2025,OC  6100045363,Pesos Argentinos,,1,730000,0,730000,730000
29/10/2025,COOPERATIVA AGROPECUARIA DE GRANJEROS UNIDOS DE CHACABUCO LTDA,Portal Clientes y Proveedores - Cuenta Digital,Upselling Mejora Licencias,A-00007-00000076,Nota de Crédito,,500 USD + IVA al TC 1495 del 28-10-2025,"Migración a Nueva plataforma
2500 usd + iva - Descuento del 20% =2000 usd + iva s/factura 662",Pesos Argentinos,,-1,747500,0,-747500,-747500
29/10/2025,COOPERATIVA AGROPECUARIA DE GRANJEROS UNIDOS DE CHACABUCO LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000075,Nota de Crédito,,1800 USD + IVA al TC 1495 del 28-10-2025,"Renovación licencia Cuenta Digital
9000 usd + iva de licencia - Descuento del 20% por pago anual =7200usd + iva",Pesos Argentinos,,-1,2691000,0,-2691000,-2691000
29/10/2025,GAVIGLIO COMERCIAL S. A.,Logística-Logistica de insumos,Fee Inicial,A-00007-00000077,Nota de Crédito,,U$D 6.000 + IVA. al TC 1350 del 26-09-2025,"Observaciones:
Logística de Insumos - Anticipo (Nota de credito sobre factura 7-607 26-09",Pesos Argentinos,,-1,8100000,0,-8100000,-8100000
27/10/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Desarrollo a medida,A medida,A-00007-00000660,Factura,,Provisión de Servicios de Software (USD 21.855 TC a21 1. 430 al 27/10/2025),,Pesos Argentinos,,1,31252650,0,31252650,31252650
22/10/2025,MARTIN ABEL ALASIA,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000659,Factura,,	 1000 USD +IVA al TC 1515 del Dia ,"Medio de pago: Transferencia Bancaria 
Precio total: U$S 1000 + iva 21%(final por 6 meses)
Plazo de Vigencia de la Licencia: Desde: 16/10/2025 hasta 16/03/2026",Pesos Argentinos,,1,1515000,0,1515000,1515000
22/10/2025,AMERICAN AGRO SRL,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000073,Nota de Crédito,,NC Sobre diferencia de Factura 0006-00000251 Fecha 27-10-2023,,Pesos Argentinos,,-1,449190,0,-449190,-449190
22/10/2025,BUSTINZA GOMA S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000074,Nota de Crédito,,(USD 920 TC a 993 al 01/11/2024),,Pesos Argentinos,,-1,913560,0,-913560,-913560
22/10/2025,COOPERATIVA AGRICOLA CONESA LIMITADA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000072,Nota de Crédito,,U$D 4.000 + IVA TC 1380 al 29-09-2025,"Observaciones:
Operación realizada en septiembre de 2025 y autorizada 25/09/2025. Emisión diferida por motivos
administrativos.
",Pesos Argentinos,,-1,5520000,0,-5520000,-5520000
21/10/2025,COOPERATIVA AGRICOLA CONESA LIMITADA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000658,Factura,,520 USD + IVA al TC 1515 del 21-10-2025,,Pesos Argentinos,,1,787800,0,787800,787800
14/10/2025,CENTRO AGROPECUARIO MODELO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000656,Factura,,U$D 8.000 + IVA TC 1350 del 26-09-2025,Operación realizada en septiembre de 2025 y autorizada 26/09/2025. Emisión diferida por motivos administrativos,Pesos Argentinos,,1,10800000,0,10800000,10800000
14/10/2025,COOPERATIVA AGRICOLA CONESA LIMITADA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000657,Factura,,U$D 4.000 + IVA TC 1380 al  29-09-2025,Operación realizada en septiembre de 2025 y autorizada 25/09/2025. Emisión diferida por motivos administrativos.,Pesos Argentinos,,1,5520000,0,5520000,5520000
14/10/2025,AGRO GESTION DEL LITORAL SA,Portal de clientes y proveedores/Cotizador de insumos/CRM,Fee Inicial,A-00007-00000655,Factura,,666 usd + IVA al TC 1385 del 14-10-2025,,Pesos Argentinos,,1,922410,0,922410,922410
9/10/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Logística - Integración MUVIN / ALGORITMO,Fee Inicial,A-00007-00000654,Factura,,1500 USD al TC 1450 del 09-10,Comisión por venta de Muvin a Lartirigoyen,Pesos Argentinos,,1,2175000,0,2175000,2175000
9/10/2025,SOLDO-HUE S.R.L.,CRM - CRM Base,Licencia,A-00007-00000648,Factura,,usd 1170 + IVA al TC 1450 de 09-10-2025,"Nombre del Software: (CRM) Incluye: Mantenimiento, soporte y Hosting por 6 meses Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva) Precio total: U$S 2.340 + iva 21% (final por los 6 meses). Plazo de Vigencia de la Licencia: Desde: 10/07/2025 hasta 10/01/2026",Pesos Argentinos,,1,1696500,0,1696500,1696500
9/10/2025,ZANELLATO AGRO S.A.S.,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000652,Factura,,USD 1170 +IVA  TC 1450 de 09-10-2025,"Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva) Precio total: U$S 2340 + iva 21%. Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026",Pesos Argentinos,,1,1696500,0,1696500,1696500
9/10/2025,JOSE IGNACIO ALVAREZ,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000649,Factura,,USD 1170 +IVA TC 1450 de 09-10-2025,,Pesos Argentinos,,1,1696500,0,1696500,1696500
9/10/2025,EL REBENQUE CHAQUEÑO S.A.S.,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000651,Factura,,USD 500 +IVA TC 1450 de 09-10-2025,"Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva) Precio total: U$S 1000 + iva 21%(final por 6 meses) Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026",Pesos Argentinos,,1,725000,0,725000,725000
9/10/2025,MCH S. A. S.,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000650,Factura,,USD 500 +IVA TC 1450 de 09-10-2025,"Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva) Precio total: U$S 1000 + iva 21%(final por 6 meses) Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026",Pesos Argentinos,,1,725000,0,725000,725000
9/10/2025,RICARDO MARTIN SAIRES,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000653,Factura,,USD 500 +IVA TC 1450 de 09-10-2025," Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva) Precio total: U$S 1000+ iva 21%. Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026",Pesos Argentinos,,1,725000,0,725000,725000
9/10/2025,GAVIGLIO COMERCIAL S. A.,Portal de clientes y proveedores-Liquidación de fletes,Licencia,A-00007-00000647,Factura,,400 USD + IVA al TC 1470 del 09-10-2025,Licencia recurrente por módulo Liquidación de fletes(factura de fletes),Pesos Argentinos,,1,580000,0,580000,580000
3/10/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000646,Factura,,(500 USD TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,725000,0,725000,725000
3/10/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000071,Nota de Crédito,,(1450 USD TC a 1450 al 01/10/2025),,Pesos Argentinos,,-1,2102500,0,-2102500,-2102500
2/10/2025,FER SEM S A C A I F Y M,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000635,Factura,,(1456 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,2111200,0,2111200,2111200
2/10/2025,GAVIGLIO COMERCIAL S. A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000640,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,CEREALES QUEMU S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000643,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000642,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,GAVIGLIO COMERCIAL S. A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000640,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,ARECO SEMILLAS S.A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000639,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,ARECO SEMILLAS S.A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000639,Factura,,(1200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1740000,0,1740000,1740000
2/10/2025,EDUARDO BERAZA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000633,Factura,,(1040 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1508000,0,1508000,1508000
2/10/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000637,Factura,,(1040 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1508000,0,1508000,1508000
2/10/2025,CAIO BIBILONI Y CIA S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000634,Factura,,(1040 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1508000,0,1508000,1508000
2/10/2025,GAVIGLIO COMERCIAL S. A.,Desarrollo a medida,A medida,A-00007-00000641,Factura,,Acompañamiento de producto (1000 USD  TC a 1450 al 01/10/2025) ,,Pesos Argentinos,,1,1450000,0,1450000,1450000
2/10/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000642,Factura,,(800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1160000,0,1160000,1160000
